,Rooms,Bedroom2,Bathroom,BuildingArea,Landsize,Regionname,Price
3676,3,3,2,151.96764988779805,0,Southern Metropolitan,730000.0
3677,4,4,3,151.96764988779805,800,Southern Metropolitan,4005000.0
3678,3,3,1,151.96764988779805,633,Southern Metropolitan,1211000.0
3679,2,2,1,151.96764988779805,121,Southern Metropolitan,891000.0
3680,3,3,1,112.0,0,Southern Metropolitan,620000.0
3681,4,4,3,700.0,700,Southern Metropolitan,2600000.0
3682,5,5,2,241.0,920,Southern Metropolitan,2800000.0
3683,3,3,2,153.0,275,Southern Metropolitan,1420000.0
3684,3,4,2,139.0,336,Southern Metropolitan,1800000.0
3685,3,3,2,151.96764988779805,773,Southern Metropolitan,3065000.0
3686,1,1,1,55.0,0,Southern Metropolitan,395000.0
3687,4,4,3,307.0,741,Southern Metropolitan,2250000.0
3688,4,3,2,14.0,712,Southern Metropolitan,2490000.0
3689,2,2,1,151.96764988779805,0,Southern Metropolitan,620000.0
3690,3,3,1,151.96764988779805,650,Southern Metropolitan,1750000.0
3691,5,5,2,253.0,711,Southern Metropolitan,1950000.0
3692,2,2,1,83.0,0,Southern Metropolitan,605000.0
3693,3,3,1,152.0,672,Southern Metropolitan,1920000.0
3694,4,4,2,151.96764988779805,763,Southern Metropolitan,1610000.0
3695,5,5,3,151.96764988779805,787,Southern Metropolitan,1850000.0
3696,3,3,1,127.0,702,Southern Metropolitan,1615000.0
3697,4,4,2,151.96764988779805,596,Southern Metropolitan,1830000.0
3698,3,3,1,151.96764988779805,378,Southern Metropolitan,1300000.0
3699,3,3,1,151.96764988779805,836,Southern Metropolitan,1880000.0
3700,4,3,4,311.0,948,Southern Metropolitan,2081000.0
3701,4,4,2,200.0,458,Southern Metropolitan,1315000.0
3702,3,3,2,160.0,611,Southern Metropolitan,1750000.0
3703,5,5,5,151.96764988779805,696,Southern Metropolitan,3028000.0
3704,5,5,3,360.0,695,Southern Metropolitan,2100000.0
3705,2,2,1,151.96764988779805,0,Southern Metropolitan,1110000.0
3706,4,4,2,151.96764988779805,691,Southern Metropolitan,2175000.0
3707,6,6,3,310.0,730,Southern Metropolitan,1300000.0
3708,3,3,2,151.96764988779805,414,Southern Metropolitan,1350000.0
3709,3,3,2,151.96764988779805,426,Southern Metropolitan,1963000.0
3710,4,4,2,200.0,458,Southern Metropolitan,1315000.0
3711,3,3,2,167.0,248,Southern Metropolitan,1620000.0
3712,3,3,1,151.96764988779805,698,Southern Metropolitan,1770000.0
3713,3,3,2,151.96764988779805,284,Southern Metropolitan,1260000.0
3714,2,2,2,151.96764988779805,0,Southern Metropolitan,1290000.0
3715,3,3,1,151.96764988779805,564,Western Metropolitan,670000.0
3716,3,3,2,161.0,165,Western Metropolitan,615000.0
3717,3,3,1,128.0,576,Western Metropolitan,715000.0
3718,4,4,2,185.0,308,Western Metropolitan,826000.0
3719,2,2,1,63.0,1972,Western Metropolitan,275000.0
3720,2,2,1,69.0,163,Western Metropolitan,711000.0
3721,3,3,2,151.96764988779805,214,Western Metropolitan,640000.0
3722,3,3,1,151.96764988779805,589,Western Metropolitan,1200000.0
3723,2,2,1,139.0,524,Western Metropolitan,927000.0
3724,3,3,2,124.0,156,Western Metropolitan,695000.0
3725,3,3,1,151.96764988779805,586,Western Metropolitan,880000.0
3726,2,2,1,151.96764988779805,152,Western Metropolitan,485000.0
3727,3,3,1,91.0,306,Western Metropolitan,490000.0
3728,3,3,1,151.96764988779805,305,Western Metropolitan,725000.0
3729,3,3,2,151.96764988779805,250,Western Metropolitan,676500.0
3730,2,2,1,79.0,144,Western Metropolitan,502000.0
3731,3,2,2,121.0,239,Western Metropolitan,721000.0
3732,4,3,2,151.96764988779805,647,Western Metropolitan,1048000.0
3733,3,3,2,184.0,184,Western Metropolitan,520000.0
3734,2,2,1,151.96764988779805,700,Western Metropolitan,1000000.0
3735,3,3,1,151.96764988779805,278,Western Metropolitan,580000.0
3736,3,3,1,81.0,584,Western Metropolitan,840000.0
3737,2,2,1,70.0,0,Western Metropolitan,335000.0
3738,3,3,1,151.96764988779805,528,Western Metropolitan,893000.0
3739,3,3,1,125.0,300,Western Metropolitan,832000.0
3740,2,2,1,95.0,270,Western Metropolitan,646000.0
3741,3,3,1,107.0,285,Western Metropolitan,673000.0
3742,3,3,2,151.96764988779805,218,Western Metropolitan,728000.0
3743,2,2,1,112.0,127,Western Metropolitan,600000.0
3744,3,3,1,146.0,214,Western Metropolitan,695000.0
3745,3,3,1,151.96764988779805,485,Western Metropolitan,935000.0
3746,2,2,1,69.0,0,Western Metropolitan,349000.0
3747,3,3,1,121.0,210,Western Metropolitan,555000.0
3748,3,3,1,151.96764988779805,0,Western Metropolitan,815000.0
3749,3,3,1,151.96764988779805,667,Western Metropolitan,915000.0
3750,2,2,1,66.0,15100,Western Metropolitan,352500.0
3751,2,2,1,151.96764988779805,194,Western Metropolitan,600000.0
3752,4,3,2,151.96764988779805,270,Western Metropolitan,690000.0
3753,5,5,3,358.0,527,Western Metropolitan,1350000.0
3754,3,3,1,151.96764988779805,492,Western Metropolitan,930000.0
3755,2,2,1,91.0,118,Western Metropolitan,510000.0
3756,3,3,2,151.96764988779805,214,Western Metropolitan,725500.0
3757,3,3,1,151.96764988779805,314,Western Metropolitan,746000.0
3758,3,2,2,151.96764988779805,782,Western Metropolitan,750000.0
3759,2,3,2,90.0,0,Western Metropolitan,360000.0
3760,4,4,1,151.96764988779805,672,Western Metropolitan,765000.0
3761,4,4,2,151.96764988779805,660,Western Metropolitan,1060000.0
3762,3,3,1,151.96764988779805,333,Western Metropolitan,740000.0
3763,2,2,1,151.96764988779805,329,Western Metropolitan,770000.0
3764,3,3,1,80.0,269,Western Metropolitan,490000.0
3765,3,3,2,151.96764988779805,159,Western Metropolitan,657000.0
3766,2,2,1,151.96764988779805,318,Western Metropolitan,830000.0
3767,4,4,1,80.0,595,Western Metropolitan,675000.0
3768,3,3,1,121.0,381,Western Metropolitan,865000.0
3769,2,2,2,112.0,145,Western Metropolitan,600000.0
3770,4,4,1,137.0,333,Western Metropolitan,773000.0
3771,3,3,1,151.96764988779805,686,Western Metropolitan,905000.0
3772,2,2,1,151.96764988779805,0,Southern Metropolitan,570500.0
3773,2,2,2,151.96764988779805,0,Southern Metropolitan,1350000.0
3774,3,2,2,180.0,231,Southern Metropolitan,2050000.0
3775,4,4,2,151.96764988779805,599,Southern Metropolitan,2300000.0
3776,4,4,2,309.0,502,Southern Metropolitan,3460000.0
3777,4,4,2,195.0,586,Southern Metropolitan,2400000.0
3778,2,2,1,151.96764988779805,0,Southern Metropolitan,569000.0
3779,3,3,2,105.0,396,Southern Metropolitan,2025000.0
3780,3,2,1,151.96764988779805,325,Southern Metropolitan,1950000.0
3781,3,3,2,151.96764988779805,258,Southern Metropolitan,1895000.0
3782,2,2,1,151.96764988779805,0,Southern Metropolitan,635000.0
3783,2,2,1,68.0,0,Southern Metropolitan,611000.0
3784,2,2,1,151.96764988779805,277,Southern Metropolitan,1611000.0
3785,4,4,3,392.0,587,Southern Metropolitan,3800000.0
3786,3,3,2,181.0,227,Southern Metropolitan,1390000.0
3787,2,2,0,151.96764988779805,0,Southern Metropolitan,780000.0
3788,4,4,3,151.96764988779805,879,Southern Metropolitan,4700000.0
3789,3,3,1,128.0,696,Southern Metropolitan,2415000.0
3790,2,2,1,80.0,0,Southern Metropolitan,566000.0
3791,3,2,1,132.0,313,Southern Metropolitan,1437000.0
3792,2,2,1,54.0,0,Southern Metropolitan,500000.0
3793,2,2,2,151.96764988779805,0,Southern Metropolitan,1155000.0
3794,3,3,3,151.96764988779805,283,Southern Metropolitan,3010000.0
3795,2,2,2,151.96764988779805,0,Southern Metropolitan,650000.0
3796,5,4,3,339.0,807,Southern Metropolitan,3400000.0
3797,3,3,2,235.0,471,Southern Metropolitan,2355000.0
3798,5,5,3,320.0,580,Southern Metropolitan,4240000.0
3799,3,3,1,151.96764988779805,0,Southern Metropolitan,927000.0
3800,2,2,1,100.0,254,Southern Metropolitan,1326000.0
3801,4,4,4,159.0,716,Southern Metropolitan,4525000.0
3802,2,2,1,151.96764988779805,0,Southern Metropolitan,660000.0
3803,4,2,1,151.96764988779805,337,Southern Metropolitan,1617000.0
3804,4,4,2,185.0,300,Southern Metropolitan,1965000.0
3805,3,3,2,151.96764988779805,347,Southern Metropolitan,2325000.0
3806,4,4,3,248.0,585,Southern Metropolitan,3470000.0
3807,2,2,1,91.0,0,Southern Metropolitan,740000.0
3808,5,5,3,233.0,501,Southern Metropolitan,2325000.0
3809,3,3,2,106.0,246,Southern Metropolitan,1970000.0
3810,1,1,1,151.96764988779805,0,Southern Metropolitan,405000.0
3811,2,2,1,95.0,232,Southern Metropolitan,1475000.0
3812,2,2,2,151.96764988779805,0,Southern Metropolitan,640000.0
3813,2,2,1,151.96764988779805,0,Southern Metropolitan,700000.0
3814,3,3,2,151.96764988779805,176,Southern Metropolitan,1000000.0
3815,2,2,1,74.0,0,Southern Metropolitan,584000.0
3816,1,1,1,151.96764988779805,0,Southern Metropolitan,420000.0
3817,3,3,2,151.96764988779805,313,Southern Metropolitan,2300000.0
3818,3,3,1,137.0,322,Southern Metropolitan,1490000.0
3819,3,3,2,146.0,337,Southern Metropolitan,1210000.0
3820,4,3,2,151.96764988779805,644,Southern Metropolitan,1300000.0
3821,4,3,2,151.96764988779805,727,Southern Metropolitan,1675000.0
3822,3,3,1,151.96764988779805,317,Southern Metropolitan,980000.0
3823,4,4,2,151.96764988779805,758,Southern Metropolitan,2400000.0
3824,4,4,2,223.0,0,Southern Metropolitan,2355000.0
3825,2,2,1,102.0,310,Southern Metropolitan,1036000.0
3826,4,4,3,151.96764988779805,611,Southern Metropolitan,1301000.0
3827,3,3,3,254.0,376,Southern Metropolitan,2273000.0
3828,5,5,2,327.0,567,Southern Metropolitan,2350000.0
3829,4,4,2,151.96764988779805,207,Southern Metropolitan,1215000.0
3830,2,2,1,151.96764988779805,0,Southern Metropolitan,447000.0
3831,4,4,2,151.96764988779805,541,Southern Metropolitan,2200000.0
3832,4,4,3,215.0,567,Southern Metropolitan,2200000.0
3833,2,2,1,109.0,196,Southern Metropolitan,790000.0
3834,4,4,1,151.96764988779805,720,Southern Metropolitan,2250000.0
3835,4,3,2,180.0,797,Southern Metropolitan,1185000.0
3836,3,4,2,196.0,769,Southern Metropolitan,1837000.0
3837,3,3,2,151.96764988779805,331,Southern Metropolitan,1105000.0
3838,3,3,2,135.0,216,Southern Metropolitan,1253000.0
3839,3,3,2,151.96764988779805,647,Southern Metropolitan,1505000.0
3840,3,3,1,151.96764988779805,693,Southern Metropolitan,1500000.0
3841,4,4,2,151.96764988779805,260,Southern Metropolitan,1400000.0
3842,2,2,1,151.96764988779805,92,Southern Metropolitan,720000.0
3843,3,3,1,151.96764988779805,789,Southern Metropolitan,2210000.0
3844,3,3,2,151.96764988779805,206,Southern Metropolitan,940000.0
3845,5,5,3,151.96764988779805,751,Southern Metropolitan,1810000.0
3846,3,3,2,138.0,0,Southern Metropolitan,922000.0
3847,5,5,2,267.0,837,Southern Metropolitan,4802500.0
3848,1,1,1,117.0,0,Southern Metropolitan,350000.0
3849,3,3,2,150.0,691,Southern Metropolitan,1555000.0
3850,4,4,3,254.0,412,Southern Metropolitan,2123000.0
3851,4,4,2,151.96764988779805,809,Southern Metropolitan,2800000.0
3852,3,3,2,151.96764988779805,543,Southern Metropolitan,2305000.0
3853,4,4,3,110.0,365,Southern Metropolitan,1700000.0
3854,5,5,3,151.96764988779805,488,Southern Metropolitan,2500000.0
3855,2,2,1,151.96764988779805,0,Southern Metropolitan,370000.0
3856,2,2,1,119.0,604,Southern Metropolitan,1150000.0
3857,5,5,2,151.96764988779805,639,Southern Metropolitan,1600000.0
3858,4,4,2,243.0,526,Southern Metropolitan,2001000.0
3859,3,3,2,126.0,700,Southern Metropolitan,1915000.0
3860,4,4,2,151.96764988779805,334,Southern Metropolitan,1690000.0
3861,3,3,3,130.0,0,Southern Metropolitan,1135000.0
3862,4,4,2,180.0,310,Southern Metropolitan,1240000.0
3863,3,3,2,151.0,181,Southern Metropolitan,1120000.0
3864,3,3,2,151.96764988779805,87,Southern Metropolitan,1625000.0
3865,3,3,1,165.0,888,Southern Metropolitan,1500000.0
3866,2,2,1,151.96764988779805,312,Southern Metropolitan,1400000.0
3867,3,2,1,83.0,170,Southern Metropolitan,707500.0
3868,2,2,1,118.0,0,Southern Metropolitan,835000.0
3869,3,3,2,152.0,400,Southern Metropolitan,1870000.0
3870,4,4,2,260.0,504,Southern Metropolitan,1580000.0
3871,2,2,2,104.0,0,Southern Metropolitan,820000.0
3872,2,2,1,74.0,0,Southern Metropolitan,480000.0
3873,2,2,1,151.96764988779805,348,Southern Metropolitan,1420000.0
3874,3,3,2,204.0,323,Southern Metropolitan,1370000.0
3875,3,3,2,201.0,234,Southern Metropolitan,1680000.0
3876,4,5,2,151.96764988779805,798,Southern Metropolitan,2960000.0
3877,4,4,2,151.96764988779805,645,Southern Metropolitan,2110000.0
3878,3,3,2,151.96764988779805,323,Southern Metropolitan,1300000.0
3879,3,3,1,151.96764988779805,562,Southern Metropolitan,1750000.0
3880,1,1,1,42.0,0,Southern Metropolitan,300000.0
3881,3,3,1,126.0,645,Southern Metropolitan,1100000.0
3882,1,1,1,38.0,0,Southern Metropolitan,373000.0
3883,3,3,2,151.96764988779805,822,Southern Metropolitan,1230000.0
3884,2,2,1,151.96764988779805,0,Southern Metropolitan,536000.0
3885,2,2,1,151.96764988779805,1220,Southern Metropolitan,2412000.0
3886,4,4,3,337.0,427,Southern Metropolitan,2560000.0
3887,3,3,2,114.0,310,Southern Metropolitan,960000.0
3888,1,1,1,46.0,0,Southern Metropolitan,315000.0
3889,3,3,1,147.0,333,Southern Metropolitan,1297000.0
3890,3,3,2,134.0,0,Southern Metropolitan,1015000.0
3891,2,2,1,62.0,0,Southern Metropolitan,523000.0
3892,3,3,2,133.0,606,Southern Metropolitan,1335000.0
3893,3,3,2,151.96764988779805,0,Southern Metropolitan,1055000.0
3894,2,2,1,57.0,0,Southern Metropolitan,425000.0
3895,3,3,2,155.0,375,Southern Metropolitan,1670000.0
3896,4,4,3,90.0,222,Southern Metropolitan,1350000.0
3897,3,3,1,114.0,764,Southern Metropolitan,1650000.0
3898,4,4,2,151.96764988779805,848,Southern Metropolitan,1550000.0
3899,3,3,1,132.0,288,Southern Metropolitan,950000.0
3900,3,3,1,126.0,615,Southern Metropolitan,1782500.0
3901,4,3,2,151.96764988779805,640,Southern Metropolitan,2490000.0
3902,2,2,1,151.96764988779805,50,Southern Metropolitan,500000.0
3903,2,2,2,120.0,0,Southern Metropolitan,650000.0
3904,3,3,2,151.96764988779805,392,Western Metropolitan,870000.0
3905,2,2,2,151.96764988779805,0,Western Metropolitan,635000.0
3906,3,3,1,154.0,597,Western Metropolitan,975000.0
3907,3,3,2,115.0,77,Western Metropolitan,560000.0
3908,3,3,2,151.96764988779805,83,Western Metropolitan,560000.0
3909,2,2,1,88.0,0,Western Metropolitan,355000.0
3910,3,3,2,138.0,77,Western Metropolitan,550000.0
3911,2,2,1,103.0,5661,Western Metropolitan,420000.0
3912,2,2,1,53.0,904,Western Metropolitan,399000.0
3913,4,4,2,151.96764988779805,516,Western Metropolitan,940000.0
3914,3,3,1,142.0,762,Western Metropolitan,1105000.0
3915,3,3,1,132.0,250,Western Metropolitan,730000.0
3916,2,2,1,151.96764988779805,170,Western Metropolitan,425000.0
3917,3,3,2,121.0,202,Western Metropolitan,662500.0
3918,3,3,1,151.96764988779805,629,Western Metropolitan,986500.0
3919,2,2,1,71.0,53,Western Metropolitan,410000.0
3920,5,5,2,151.96764988779805,330,Western Metropolitan,930000.0
3921,3,3,1,110.0,689,Western Metropolitan,920000.0
3922,3,3,2,211.0,645,Western Metropolitan,1320000.0
3923,5,5,3,286.0,446,Western Metropolitan,1150000.0
3924,3,3,2,151.96764988779805,225,Western Metropolitan,680000.0
3925,5,5,2,151.96764988779805,433,Western Metropolitan,990000.0
3926,2,2,1,151.96764988779805,950,Western Metropolitan,330000.0
3927,3,3,2,151.96764988779805,225,Western Metropolitan,1011000.0
3928,3,3,2,200.0,222,Western Metropolitan,847000.0
3929,2,2,1,87.0,3967,Western Metropolitan,400000.0
3930,4,4,2,151.96764988779805,586,Western Metropolitan,1100000.0
3931,3,3,2,175.0,1396,Western Metropolitan,1072000.0
3932,2,2,2,151.96764988779805,0,Western Metropolitan,479000.0
3933,2,2,2,151.96764988779805,0,Western Metropolitan,470000.0
3934,2,2,2,142.0,176,Western Metropolitan,510000.0
3935,3,3,2,3.0,151,Western Metropolitan,865000.0
3936,2,2,2,151.96764988779805,0,Western Metropolitan,488000.0
3937,4,4,2,151.96764988779805,325,Western Metropolitan,940000.0
3938,2,3,1,128.0,98,Western Metropolitan,570000.0
3939,2,2,1,99.0,0,Western Metropolitan,335000.0
3940,4,4,3,374.0,865,Western Metropolitan,1900000.0
3941,2,2,1,88.0,83,Western Metropolitan,429000.0
3942,2,2,2,151.96764988779805,37000,Western Metropolitan,495000.0
3943,3,3,2,151.96764988779805,275,Western Metropolitan,820000.0
3944,3,3,2,95.0,4977,Western Metropolitan,456000.0
3945,2,2,2,80.0,3014,Western Metropolitan,566000.0
3946,2,2,1,84.0,85,Western Metropolitan,408000.0
3947,4,4,3,151.96764988779805,298,Western Metropolitan,1040000.0
3948,2,2,2,79.0,0,Western Metropolitan,470000.0
3949,3,3,1,151.96764988779805,926,Western Metropolitan,1460000.0
3950,3,3,3,184.0,173,Western Metropolitan,780000.0
3951,3,3,2,151.96764988779805,210,Western Metropolitan,675000.0
3952,2,2,1,85.0,54,Western Metropolitan,440000.0
3953,4,3,2,245.0,452,Western Metropolitan,1048700.0
3954,2,2,1,85.0,54,Western Metropolitan,400000.0
3955,4,4,3,142.0,613,Western Metropolitan,1215000.0
3956,4,4,3,166.0,688,Western Metropolitan,1180000.0
3957,4,4,3,207.0,325,Western Metropolitan,1117000.0
3958,2,2,1,68.0,0,Western Metropolitan,420000.0
3959,5,5,3,151.96764988779805,98,Western Metropolitan,1000000.0
3960,4,4,2,231.0,215,Western Metropolitan,770000.0
3961,3,3,1,151.96764988779805,696,Western Metropolitan,905000.0
3962,5,5,2,232.0,694,Western Metropolitan,1151000.0
3963,3,3,1,124.0,678,Western Metropolitan,907000.0
3964,2,2,2,204.0,3014,Western Metropolitan,570000.0
3965,3,3,2,160.0,203,Western Metropolitan,820000.0
3966,3,3,1,141.0,695,Western Metropolitan,940000.0
3967,4,4,2,196.0,573,Western Metropolitan,1030000.0
3968,5,5,3,151.96764988779805,670,Western Metropolitan,1350000.0
3969,4,3,3,215.0,270,Western Metropolitan,1230000.0
3970,3,3,2,151.96764988779805,95,Western Metropolitan,460000.0
3971,3,3,2,234.0,211,Western Metropolitan,884500.0
3972,3,3,1,151.96764988779805,594,Western Metropolitan,1010000.0
3973,3,3,1,151.96764988779805,539,Western Metropolitan,820000.0
3974,3,3,1,176.0,578,Western Metropolitan,820000.0
3975,2,2,1,151.96764988779805,0,Western Metropolitan,330000.0
3976,1,1,1,151.96764988779805,0,Northern Metropolitan,427000.0
3977,2,2,2,151.96764988779805,4230,Northern Metropolitan,1160500.0
3978,2,2,2,85.0,0,Northern Metropolitan,780000.0
3979,2,2,1,84.0,0,Northern Metropolitan,535000.0
3980,2,2,1,55.0,0,Northern Metropolitan,450000.0
3981,2,2,1,66.0,0,Northern Metropolitan,360000.0
3982,2,2,1,80.0,0,Northern Metropolitan,665000.0
3983,1,1,1,64.0,0,Northern Metropolitan,386000.0
3984,1,1,1,59.0,0,Northern Metropolitan,659000.0
3985,2,2,1,151.96764988779805,0,Northern Metropolitan,671000.0
3986,2,2,1,67.0,0,Northern Metropolitan,545000.0
3987,1,1,1,57.0,0,Northern Metropolitan,450000.0
3988,1,1,1,51.0,0,Northern Metropolitan,432000.0
3989,1,1,1,151.96764988779805,0,Northern Metropolitan,400000.0
3990,1,1,1,151.96764988779805,0,Northern Metropolitan,210000.0
3991,3,3,2,122.0,0,Northern Metropolitan,750000.0
3992,1,1,1,47.0,1414,Northern Metropolitan,375000.0
3993,1,1,1,102.0,0,Northern Metropolitan,680000.0
3994,2,2,1,55.0,0,Northern Metropolitan,470000.0
3995,2,2,1,92.0,0,Northern Metropolitan,650000.0
3996,2,1,1,68.0,0,Northern Metropolitan,483000.0
3997,3,3,2,151.96764988779805,0,Northern Metropolitan,610000.0
3998,1,1,1,64.0,0,Northern Metropolitan,700000.0
3999,2,1,1,68.0,4051,Northern Metropolitan,520000.0
4000,1,1,1,65.0,0,Northern Metropolitan,440000.0
4001,1,1,1,151.96764988779805,0,Northern Metropolitan,436000.0
4002,2,2,2,94.0,0,Northern Metropolitan,733000.0
4003,2,2,2,151.96764988779805,0,Northern Metropolitan,675000.0
4004,3,3,2,151.96764988779805,95,Northern Metropolitan,1630000.0
4005,3,2,2,89.0,0,Northern Metropolitan,760000.0
4006,2,1,1,69.0,1136,Northern Metropolitan,360000.0
4007,2,2,1,151.96764988779805,1751,Northern Metropolitan,390000.0
4008,3,3,1,133.0,279,Southern Metropolitan,2600000.0
4009,3,3,1,132.0,277,Southern Metropolitan,2350000.0
4010,3,3,2,151.96764988779805,300,Southern Metropolitan,2956000.0
4011,2,2,1,58.0,760,Southern Metropolitan,535000.0
4012,1,1,1,151.96764988779805,0,Southern Metropolitan,400000.0
4013,2,2,1,151.96764988779805,145,Southern Metropolitan,1690000.0
4014,2,2,1,151.96764988779805,107,Southern Metropolitan,1020000.0
4015,2,3,1,151.96764988779805,98,Southern Metropolitan,1515000.0
4016,2,2,1,67.0,0,Southern Metropolitan,700000.0
4017,3,3,1,151.96764988779805,288,Southern Metropolitan,2360000.0
4018,3,3,1,151.96764988779805,220,Southern Metropolitan,2005000.0
4019,2,2,1,151.96764988779805,0,Southern Metropolitan,702000.0
4020,4,4,2,100.0,182,Southern Metropolitan,3120000.0
4021,2,2,1,73.0,123,Southern Metropolitan,1025000.0
4022,2,2,1,82.0,152,Southern Metropolitan,1920000.0
4023,3,3,2,212.0,181,Southern Metropolitan,2623000.0
4024,3,3,2,165.0,151,Southern Metropolitan,1500000.0
4025,2,2,1,113.0,152,Southern Metropolitan,1630000.0
4026,3,3,1,125.0,217,Southern Metropolitan,1910000.0
4027,2,2,1,115.0,613,Eastern Metropolitan,1320000.0
4028,4,4,2,151.96764988779805,1388,Eastern Metropolitan,2850000.0
4029,2,2,2,80.0,0,Eastern Metropolitan,750000.0
4030,3,3,3,225.0,1149,Eastern Metropolitan,2588000.0
4031,5,5,3,151.96764988779805,424,Eastern Metropolitan,1955000.0
4032,5,5,4,25.0,355,Eastern Metropolitan,1400000.0
4033,2,2,2,151.96764988779805,1291,Eastern Metropolitan,665000.0
4034,5,5,2,151.96764988779805,1053,Eastern Metropolitan,2714000.0
4035,6,6,3,151.96764988779805,2026,Eastern Metropolitan,2350000.0
4036,4,4,2,199.0,931,Eastern Metropolitan,2200000.0
4037,2,2,2,151.96764988779805,146,Eastern Metropolitan,660000.0
4038,3,3,2,148.0,330,Eastern Metropolitan,1310000.0
4039,2,2,1,151.96764988779805,0,Eastern Metropolitan,540000.0
4040,4,4,2,170.0,813,Eastern Metropolitan,2335000.0
4041,4,3,2,151.96764988779805,626,Eastern Metropolitan,2000000.0
4042,5,5,1,207.0,711,Eastern Metropolitan,1815000.0
4043,2,2,2,116.0,0,Eastern Metropolitan,725000.0
4044,4,4,2,327.0,2187,Eastern Metropolitan,3900000.0
4045,2,2,1,151.96764988779805,0,Eastern Metropolitan,666000.0
4046,3,3,2,152.0,255,Eastern Metropolitan,1200000.0
4047,3,3,2,117.0,640,Eastern Metropolitan,1564000.0
4048,2,2,1,92.0,0,Eastern Metropolitan,520000.0
4049,3,3,2,120.0,0,Western Metropolitan,670000.0
4050,4,4,2,151.96764988779805,668,Western Metropolitan,1715000.0
4051,3,3,2,189.0,0,Western Metropolitan,1055000.0
4052,2,2,1,63.0,0,Western Metropolitan,348000.0
4053,4,4,3,201.0,615,Western Metropolitan,1780000.0
4054,6,6,3,151.96764988779805,912,Western Metropolitan,2150000.0
4055,5,5,1,151.96764988779805,584,Western Metropolitan,1730000.0
4056,3,3,2,196.0,287,Western Metropolitan,1440000.0
4057,4,4,1,120.0,388,Western Metropolitan,1225000.0
4058,4,3,3,178.0,384,Western Metropolitan,1445000.0
4059,3,3,1,107.0,328,Western Metropolitan,990000.0
4060,3,3,2,151.96764988779805,597,Western Metropolitan,1400000.0
4061,3,3,2,258.0,477,Western Metropolitan,1550000.0
4062,3,3,1,102.0,443,Western Metropolitan,1170000.0
4063,4,4,1,138.0,571,Western Metropolitan,1120000.0
4064,2,2,1,151.96764988779805,206,Western Metropolitan,675000.0
4065,3,3,2,151.96764988779805,315,Western Metropolitan,880000.0
4066,4,3,2,152.0,431,Western Metropolitan,1530000.0
4067,4,4,2,151.96764988779805,447,Western Metropolitan,1350000.0
4068,3,3,2,111.0,214,Western Metropolitan,832000.0
4069,2,2,1,82.0,0,Western Metropolitan,420000.0
4070,4,4,4,308.0,636,Western Metropolitan,2400000.0
4071,3,2,2,115.0,0,Western Metropolitan,565000.0
4072,2,2,1,85.0,0,Western Metropolitan,550000.0
4073,4,3,1,146.0,477,Western Metropolitan,1211000.0
4074,5,5,2,151.96764988779805,0,Western Metropolitan,2405000.0
4075,4,4,1,151.96764988779805,603,Western Metropolitan,1395000.0
4076,3,3,2,199.0,408,Western Metropolitan,1630000.0
4077,3,3,1,133.0,449,Western Metropolitan,1160000.0
4078,3,3,1,151.96764988779805,395,Western Metropolitan,1065000.0
4079,4,4,1,145.0,453,Western Metropolitan,1361500.0
4080,2,2,1,97.0,225,Western Metropolitan,945000.0
4081,1,1,1,54.0,0,Western Metropolitan,360000.0
4082,2,2,1,80.0,301,Western Metropolitan,860000.0
4083,3,3,2,151.96764988779805,253,Western Metropolitan,1260000.0
4084,4,4,1,190.0,539,Western Metropolitan,1637000.0
4085,3,3,2,168.0,249,Western Metropolitan,1505000.0
4086,2,2,1,111.0,1981,Western Metropolitan,515000.0
4087,3,3,1,151.96764988779805,572,Western Metropolitan,1100000.0
4088,2,2,1,39.0,0,Western Metropolitan,330000.0
4089,3,3,2,151.96764988779805,478,Western Metropolitan,1145000.0
4090,4,3,1,192.0,549,Western Metropolitan,1322000.0
4091,2,2,1,125.0,228,Western Metropolitan,1015000.0
4092,2,2,1,151.96764988779805,0,Western Metropolitan,750000.0
4093,2,2,1,151.96764988779805,237,Western Metropolitan,1013000.0
4094,3,3,1,136.0,307,Western Metropolitan,840000.0
4095,4,4,2,151.96764988779805,481,Western Metropolitan,1150000.0
4096,5,5,3,261.0,646,Western Metropolitan,1900000.0
4097,3,3,2,151.96764988779805,213,Western Metropolitan,890500.0
4098,5,5,3,372.0,619,Western Metropolitan,2340000.0
4099,3,3,1,151.96764988779805,427,Western Metropolitan,1370000.0
4100,3,3,2,160.0,394,Western Metropolitan,1400000.0
4101,4,3,3,151.96764988779805,475,Western Metropolitan,1310000.0
4102,4,4,1,151.96764988779805,583,Western Metropolitan,1833000.0
4103,3,3,1,151.96764988779805,274,Western Metropolitan,855000.0
4104,3,2,1,151.96764988779805,305,Western Metropolitan,930000.0
4105,4,4,2,329.0,435,Western Metropolitan,1640000.0
4106,3,3,1,142.0,436,Western Metropolitan,1480000.0
4107,2,2,1,151.96764988779805,230,Western Metropolitan,672000.0
4108,2,2,1,59.0,0,Western Metropolitan,410000.0
4109,5,5,2,168.0,207,Western Metropolitan,980000.0
4110,2,2,1,151.96764988779805,292,Western Metropolitan,1055000.0
4111,2,2,1,151.96764988779805,0,Western Metropolitan,440000.0
4112,3,3,1,151.96764988779805,633,Western Metropolitan,1435000.0
